dosya,su_orani
water_body_1.jpg,0.12965596023673243
water_body_10.jpg,0.35042976347324173
water_body_100.jpg,0.5576093730524742
water_body_1000.jpg,0.23765007379043515
water_body_1002.jpg,0.1725206611570248
water_body_1003.jpg,0.5927696499301692
water_body_1004.jpg,0.455680981595092
water_body_1006.jpg,0.020037423982535475
water_body_1008.jpg,0.5670372792674951
water_body_101.jpg,0.6537698412698413
water_body_1010.jpg,0.6417131123496627
water_body_1011.jpg,0.32070681511470983
water_body_1014.jpg,0.6543972543972544
water_body_1015.jpg,0.4018831168831169
water_body_1018.jpg,0.11894954507857734
water_body_1019.jpg,0.5343145743145743
water_body_102.jpg,0.46350257052289495
water_body_1020.jpg,0.0870121233822702
water_body_1021.jpg,0.1017184664246824
water_body_1022.jpg,0.3035569539713944
water_body_1023.jpg,1.0
water_body_1024.jpg,0.41483516483516486
water_body_1026.jpg,0.08952337035186822
water_body_1027.jpg,0.4963172632091551
water_body_1028.jpg,0.10152154782098537
water_body_1029.jpg,0.1882820701683091
water_body_103.jpg,0.2539042165538782
water_body_1030.jpg,0.4875197316495659
water_body_1031.jpg,0.385049583090279
water_body_1033.jpg,0.09480034472852629
water_body_1034.jpg,0.5027134758076462
water_body_1036.jpg,0.49481395797185274
water_body_1037.jpg,0.4707932341018081
water_body_1039.jpg,0.2270353302611367
water_body_104.jpg,0.44274787209569816
water_body_1041.jpg,0.34210526315789475
water_body_1043.jpg,0.5246235246235246
water_body_1044.jpg,0.4366444691083981
water_body_1045.jpg,0.38899601958915175
water_body_1046.jpg,0.13848144502118012
water_body_1047.jpg,0.7749395810955961
water_body_105.jpg,0.43030498281786944
water_body_1052.jpg,0.7673544680437924
water_body_1053.jpg,0.3365186330829283
water_body_1054.jpg,0.5144079583938075
water_body_1055.jpg,0.404102543814535
water_body_1056.jpg,0.2531144036561993
water_body_1057.jpg,0.1805618152580945
water_body_1058.jpg,0.16695714280832333
water_body_1059.jpg,0.31342263531984693
water_body_106.jpg,0.1510363782780715
water_body_1061.jpg,1.0
water_body_1062.jpg,0.37838509316770186
water_body_1063.jpg,0.17761022033334406
water_body_1064.jpg,0.35941973218408496
water_body_1065.jpg,0.6354031856645097
water_body_1068.jpg,0.36556196943972835
water_body_1069.jpg,0.3305145835643784
water_body_107.jpg,0.12677538856916326
water_body_1070.jpg,0.1982795365598481
water_body_1071.jpg,0.5912790697674418
water_body_1072.jpg,0.6076877726683174
water_body_1073.jpg,0.4226952980377638
water_body_1074.jpg,0.6128745443229305
water_body_1075.jpg,0.48434408895559045
water_body_1076.jpg,0.4396229338842975
water_body_1077.jpg,0.46871369983168576
water_body_1078.jpg,0.3972213096329085
water_body_1079.jpg,0.2477029459126646
water_body_1080.jpg,0.14877060367454067
water_body_1081.jpg,0.39988793948732315
water_body_1083.jpg,0.27947115384615384
water_body_1084.jpg,0.42891445164172437
water_body_1085.jpg,0.3328196881488418
water_body_1086.jpg,0.08449484787512956
water_body_1088.jpg,0.07712895377128953
water_body_1089.jpg,0.2619718309859155
water_body_1092.jpg,0.2288552321007081
water_body_1093.jpg,0.48098837209302325
water_body_1094.jpg,0.5305939809251068
water_body_1095.jpg,0.45884192384911965
water_body_1096.jpg,0.05120334738256673
water_body_1097.jpg,0.867271794265572
water_body_1098.jpg,0.3017768837482189
water_body_1099.jpg,0.4484455137440212
water_body_11.jpg,0.23393814357463708
water_body_1100.jpg,0.04636949726491274
water_body_1101.jpg,0.29959558823529414
water_body_1103.jpg,0.23961285862426546
water_body_1104.jpg,0.45116959064327483
water_body_1106.jpg,0.3717862950058072
water_body_1107.jpg,0.3245622628980727
water_body_1108.jpg,0.32733330175421976
water_body_1109.jpg,0.5836632140293303
water_body_1111.jpg,0.12205119625230049
water_body_1112.jpg,0.602883573631136
water_body_1113.jpg,0.7100957659149786
water_body_1114.jpg,0.301209358399578
water_body_1115.jpg,0.3406406585540444
water_body_1116.jpg,0.18137625490566667
water_body_1118.jpg,0.059723300970873784
water_body_1119.jpg,0.1723232053294902
water_body_1120.jpg,0.4439605244868647
water_body_1121.jpg,0.19540556766834138
water_body_1122.jpg,0.4824590655950912
water_body_1124.jpg,0.16311954119751657
water_body_1125.jpg,0.23730209240526115
water_body_1126.jpg,0.07187745483110762
water_body_1128.jpg,0.2348799493690914
water_body_1129.jpg,0.1273500225269457
water_body_113.jpg,0.26144950921070326
water_body_1130.jpg,0.20495523419675865
water_body_1131.jpg,0.534010170990566
water_body_1132.jpg,0.43371139833448996
water_body_1133.jpg,0.1830688542227004
water_body_1134.jpg,0.2718823692606464
water_body_1139.jpg,0.17138461538461539
water_body_114.jpg,0.5191374663072776
water_body_1143.jpg,0.1507547370379229
water_body_1145.jpg,0.49790624223712693
water_body_1148.jpg,0.02000369583294835
water_body_1149.jpg,0.2834999275677242
water_body_115.jpg,0.2547587428065516
water_body_1151.jpg,0.4259440813362382
water_body_1152.jpg,0.37190699034805497
water_body_1153.jpg,0.5928037031056569
water_body_1155.jpg,0.3630336460388399
water_body_1156.jpg,0.42098583345356994
water_body_1157.jpg,0.48982834416945287
water_body_1158.jpg,0.21635374149659864
water_body_1159.jpg,0.4702532850885546
water_body_116.jpg,0.7796193327630453
water_body_1160.jpg,0.4257020608733021
water_body_1161.jpg,0.38398520084566595
water_body_1167.jpg,0.08270370825215892
water_body_1168.jpg,0.4601283490172379
water_body_117.jpg,0.4171316048572366
water_body_1170.jpg,0.4156603141582779
water_body_1171.jpg,0.29637611749680715
water_body_1174.jpg,0.5589637915808066
water_body_1175.jpg,0.29243781094527366
water_body_1176.jpg,0.5734558823529412
water_body_1177.jpg,0.3746350300770394
water_body_1178.jpg,0.3775649406013755
water_body_1179.jpg,0.44796501339804845
water_body_118.jpg,0.6307809912090713
water_body_1180.jpg,0.3573762838468721
water_body_1181.jpg,0.4645846217274789
water_body_1183.jpg,0.19880487955910583
water_body_1184.jpg,0.3528811830698623
water_body_1189.jpg,0.32617326682276293
water_body_1190.jpg,0.5103777044371104
water_body_1191.jpg,0.3100720639567616
water_body_1192.jpg,0.21361027944111777
water_body_1194.jpg,0.8024439431227782
water_body_1195.jpg,0.45752871387100846
water_body_1196.jpg,0.6276649562766495
water_body_1197.jpg,0.26268693009118543
water_body_12.jpg,0.21192871940134445
